region,state,county,county2,poor_mental_health_days,poor_physical_health_days,poor_or_fair_health,adult_smoking,infant_mortality,high_school_graduation,premature_death,premature_ageadjusted_mortality,social_associations,homicide_rate,unemployment,low_birthweight,preventable_hospital_stays,children_in_singleparent_households,excessive_drinking,injury_deaths,mean_commute_minutes_x,children_in_poverty,diabetes,motor_vehicle_crash_deaths,severe_housing_problems
South,North Carolina,Chatham County,"Chatham County, North Carolina",3.5,0,0.198,0.211,0,0.932,8907,414.7,13.836,0,0.055,0.08,72.79,0.281,0,75.4,24.7458,0.228,0.115,17.84,0.175
South,North Carolina,Cherokee County,"Cherokee County, North Carolina",3.5,0,0,0,0,0.901,9241,434.6,7.467,0,0.06,0.07,72.65,0.452,0,81.2,30.2992,0.269,0.115,39.53,0.19
South,North Carolina,Chowan County,"Chowan County, North Carolina",3.5,0,0,0,0,0,6424,388.5,29.031,0,0.057,0.1,70.07,0.366,0,0,16.6901,0.368,0.115,12.97,0.15
South,North Carolina,Clay County,"Clay County, North Carolina",3.5,0,0,0,0,0,9354,484.2,15.154,0,0.042,0.09,62.11,0.347,0,70.7,22.8274,0.257,0.115,17.62,0.164
South,North Carolina,"Cleveland County, NC","Cleveland County, NC, North Carolina",3.5,0,0,0,0,0,5135,298.8,12.071,0,0.045,0.06,58.19,0.137,0,83.7,34.0226,0.177,0.115,24.93,0.15
South,North Carolina,Columbus County,"Columbus County, North Carolina",3.5,4.4,0.203,0.269,7.2,0.757,10462,486.3,6.492,8,0.096,0.07,63.35,0.358,0.163,104.2,18.7942,0.34,0.116,11.39,0.198
South,North Carolina,"Craven County, NC","Craven County, NC, North Carolina",3.5,3.5,0.17,0.173,6.4,0.728,6430,305.6,3.537,6.2,0.086,0.07,64.8,0.335,0.181,63.7,29.4645,0.243,0.116,17.89,0.148
South,North Carolina,"Cumberland County, NC","Cumberland County, NC, North Carolina",3.6,5,0.29,0.241,5.8,0.63,7898,409.7,8.842,7,0.112,0.11,65.05,0.545,0.148,43.2,20.2253,0.402,0.116,18.54,0.123
South,North Carolina,Currituck County,"Currituck County, North Carolina",3.6,3.2,0.163,0.148,7.4,0.72,7016,364.9,5.673,4.1,0.083,0.1,67.68,0.381,0.083,50.3,29.7692,0.259,0.116,27.57,0.162
South,North Carolina,Dare County,"Dare County, North Carolina",3.6,4.3,0.211,0,10.5,0.67,10507,543.1,7.424,12.4,0.114,0.1,102.85,0.489,0,86.8,26.115,0.496,0.116,9.43,0.183
South,North Carolina,"Davidson County, NC","Davidson County, NC, North Carolina",3.6,0,0.149,0.195,10.3,0.82,9274,489,16.9,0,0.095,0.1,69.46,0.283,0,99.8,25.2745,0.314,0.116,18.05,0.187
South,North Carolina,Davie County,"Davie County, North Carolina",3.6,3.7,0.146,0.166,6.1,0.727,6648,331.8,8.306,3.4,0.066,0.08,42.01,0.293,0.157,54.5,25.0269,0.301,0.116,11.49,0.167
South,North Carolina,Duplin County,"Duplin County, North Carolina",3.6,4.3,0,0.21,0,0.775,8924,403.4,8.804,0,0.082,0.09,71.8,0.414,0,75.3,34.1026,0.313,0.116,20.74,0.167
South,North Carolina,"Durham County, NC","Durham County, NC, North Carolina",3.6,3.5,0.107,0.229,9.6,0.73,7178,327.5,4.87,0,0.07,0.09,66.3,0.257,0.153,53.5,20.5621,0.161,0.116,13.44,0.175
South,North Carolina,Edgecombe County,"Edgecombe County, North Carolina",3.6,4.6,0.24,0.254,0,0.74,9591,466,11.102,6.2,0.058,0.09,69.31,0.294,0.152,93,25.6615,0.27,0.116,29.73,0.136
South,North Carolina,"Forsyth County, NC","Forsyth County, NC, North Carolina",3.6,3.4,0.17,0.234,11.5,0.59,10897,525.9,10.711,13.3,0.094,0.11,47.44,0.573,0.174,76.2,20.0526,0.436,0.116,0,0.127
South,North Carolina,Franklin County,"Franklin County, North Carolina",3.6,4,0.156,0.219,7.5,0.806,8341,415.4,11.456,16.2,0.095,0.09,68.2,0.448,0.194,70.2,23.6067,0.266,0.116,19.97,0.166
South,North Carolina,"Gaston County, NC","Gaston County, NC, North Carolina",3.6,4,0.189,0.193,0,0.925,5327,283.5,9.59,0,0.076,0.06,79.44,0.215,0,63.7,25.6881,0.16,0.116,18.15,0.123
South,North Carolina,Gates County,"Gates County, North Carolina",3.6,1.4,0.05,0.099,0,0,8515,402.7,42.497,0,0.037,0.06,68.09,0.278,0,109.3,13.6757,0.177,0.116,11.35,0.169
South,North Carolina,Graham County,"Graham County, North Carolina",3.6,4,0.128,0.209,0,0.902,8518,411,16.4,0,0.096,0.08,67.51,0.413,0,84.4,19.1985,0.25,0.116,23.39,0.2
South,North Carolina,Granville County,"Granville County, North Carolina",3.6,6.4,0.253,0.303,0,0.933,9989,512.9,6.218,0,0.085,0.09,180.22,0.26,0.142,81.4,27.7157,0.428,0.116,21.13,0.165
South,North Carolina,Greene County,"Greene County, North Carolina",3.6,4.4,0.216,0.206,6.3,0.918,9426,457.1,12.519,6.3,0.092,0.07,112.81,0.27,0.106,94.6,22.0785,0.287,0.116,16.31,0.127
South,North Carolina,"Guilford County, NC","Guilford County, NC, North Carolina",3.6,3.6,0.195,0.201,0,0.955,9295,406.3,16.135,0,0.072,0.07,70.2,0.352,0,76.9,24.8111,0.193,0.116,11.69,0.13
South,North Carolina,Halifax County,"Halifax County, North Carolina",3.6,3.2,0,0.14,0,0.972,6985,358.3,13.159,0,0.061,0.09,54.54,0.307,0,89.4,21.6851,0.162,0.116,22.25,0.201
South,North Carolina,"Harnett County, NC","Harnett County, NC, North Carolina",3.6,3.8,0.204,0.236,9.5,0.79,11903,557,9.045,6.7,0.056,0.11,96,0.396,0.179,90.8,27.2093,0.263,0.116,27.19,0.192
South,North Carolina,Haywood County,"Haywood County, North Carolina",3.6,2.9,0.128,0.139,9.9,0.73,7192,348.2,7.819,12.5,0.068,0.1,48.29,0.447,0.101,48.1,35.5892,0.141,0.116,0,0.207
South,North Carolina,"Henderson County, NC","Henderson County, NC, North Carolina",3.6,0,0.24,0.315,0,0.857,8751,417.7,11.63,0,0.123,0.09,90.46,0.272,0.125,70.2,25.2103,0.297,0.116,16.05,0.147
South,North Carolina,Hertford County,"Hertford County, North Carolina",3.6,3.8,0.148,0.201,7.2,0.872,6777,341.8,15.075,2.7,0.059,0.08,51.69,0.333,0.113,54.2,18.1531,0.219,0.116,10.13,0.18
South,North Carolina,Hoke County,"Hoke County, North Carolina",3.6,0,0,0,0,0.925,9031,436.9,13.769,0,0.061,0.06,58.17,0.347,0,98.8,25.8798,0.379,0.116,20,0.142
South,North Carolina,Hyde County,"Hyde County, North Carolina",3.6,2.9,0.126,0.197,0,0.884,8378,397.8,10.24,0,0.071,0.07,89.96,0.314,0,72.4,29.2549,0.168,0.116,18.42,0.145
South,North Carolina,"Iredell County, NC","Iredell County, NC, North Carolina",3.6,4.6,0.204,0.259,9.9,0.888,8571,422.2,13.553,6.6,0.087,0.07,76.73,0.369,0,65.4,20.5939,0.308,0.116,22.71,0.161
South,North Carolina,Jackson County,"Jackson County, North Carolina",3.6,3.9,0.186,0.274,0,0.839,7094,368.1,19.391,0,0.059,0.09,86.7,0.355,0.184,72.2,21.8604,0.273,0.116,19.51,0.207
South,North Carolina,"Johnston County, NC","Johnston County, NC, North Carolina",3.6,4.6,0.159,0.269,0,0.875,6701,344.4,16.911,0,0.064,0.07,86.4,0.228,0.171,80.8,24.3638,0.177,0.116,18.64,0.117
South,North Carolina,Jones County,"Jones County, North Carolina",3.6,4.4,0.167,0.246,8.9,0.836,7770,401,14.443,3.3,0.088,0.08,72.48,0.387,0.145,61.5,24.3917,0.235,0.116,17.57,0.124
South,North Carolina,Lee County,"Lee County, North Carolina",3.6,3.7,0.167,0.2,0,0.826,5887,296.8,16.897,0,0.096,0.06,72.57,0.234,0.202,58.4,23.4981,0.229,0.116,14.03,0.179
South,North Carolina,Lenoir County,"Lenoir County, North Carolina",3.6,5.5,0.193,0.214,0,0.82,8917,396.3,11.344,0,0.098,0.08,61.66,0.228,0.062,90.9,26.1166,0.308,0.116,16.63,0.127
South,North Carolina,Lincoln County,"Lincoln County, North Carolina",3.6,2.5,0.13,0.112,0,0,0,254.7,12.981,0,0.023,0.06,87,0.196,0.168,111.8,17.6006,0.137,0.116,17.6,0.175
South,North Carolina,McDowell County,"McDowell County, North Carolina",3.6,3.1,0.124,0.154,0,0,6390,371.7,39.803,0,0.048,0,114.36,0.172,0.238,94.5,12.3934,0.115,0.116,8.89,0.172
South,North Carolina,Macon County,"Macon County, North Carolina",3.6,2.7,0.191,0.181,5.4,0.94,6672,340.4,17.141,0,0.066,0.06,70.31,0.219,0.114,74.2,21.81,0.212,0.116,21.05,0.126
South,North Carolina,Madison County,"Madison County, North Carolina",3.6,3.3,0.132,0.189,10.7,0.778,8094,394.6,11.059,9.8,0.071,0.1,56.3,0.43,0.204,62.5,22.0441,0.258,0.116,27.93,0.186
South,North Carolina,Martin County,"Martin County, North Carolina",3.6,4.2,0.18,0.223,8.2,0.62,8356,415.4,10.137,6.6,0.085,0.09,82.72,0.441,0.194,66,19.9488,0.297,0.116,17.9,0.137
South,North Carolina,"Mecklenburg County, NC","Mecklenburg County, NC, North Carolina",3.6,5,0.221,0.209,5.6,0.916,7610,407.4,9.043,0,0.077,0.08,86.49,0.301,0.14,63.5,26.7992,0.19,0.116,19.59,0.148
South,North Carolina,Mitchell County,"Mitchell County, North Carolina",3.6,0,0.253,0,0,0.799,9402,391.2,15.252,0,0.123,0.06,37.8,0.197,0,130.4,13.9535,0.28,0.116,10.49,0.209
South,North Carolina,Montgomery County,"Montgomery County, North Carolina",3.6,0,0,0,0,0,0,337.7,7.022,0,0.071,0,0,0.289,0,140.8,17.0833,0.391,0.116,29.83,0.153
South,North Carolina,Moore County,"Moore County, North Carolina",3.6,3.3,0.158,0.238,5.7,0.847,7500,365.2,21.781,0,0.08,0.07,70.82,0.317,0.206,72.8,27.8035,0.202,0.116,15.57,0.156
South,North Carolina,Nash County,"Nash County, North Carolina",3.6,4,0.17,0.187,6.1,0.817,7482,365.2,15.566,4.9,0.072,0.07,66.22,0.323,0.144,75.8,24.2287,0.163,0.116,10.21,0.199
South,North Carolina,"New Hanover County, NC","New Hanover County, NC, North Carolina",3.6,4.8,0.281,0.335,0,0,10493,463.4,11.739,0,0.093,0.06,100.24,0.308,0,96.9,22.6069,0.38,0.116,27.28,0.166
South,North Carolina,Northampton County,"Northampton County, North Carolina",3.6,3.5,0.15,0.189,9,0.76,8225,388.5,10.073,7.8,0.075,0.09,46.74,0.431,0.14,75,24.0175,0.286,0.116,12.05,0.216
South,North Carolina,"Onslow County, NC","Onslow County, NC, North Carolina",3.6,5.2,0.223,0.252,9.2,0.92,9090,454.1,9.216,4.7,0.084,0.09,84.56,0.354,0,84.7,24.3124,0.277,0.116,23.42,0.17
South,North Carolina,"Orange County, NC","Orange County, NC, North Carolina",3.6,3.3,0.15,0.209,5.4,0.919,8187,390.8,11.435,2.8,0.069,0.08,74.77,0.265,0.08,73.1,23.3644,0.203,0.116,14.06,0.171
South,North Carolina,Pamlico County,"Pamlico County, North Carolina",3.6,3.8,0.18,0.192,9.6,0.81,8289,389.8,14.499,7.2,0.079,0.11,48.26,0.364,0.107,69.6,20.6911,0.258,0.116,19.37,0.143
South,North Carolina,Pasquotank County,"Pasquotank County, North Carolina",3.6,5.7,0.257,0.351,0,0.85,10989,535.2,4.889,7.2,0.08,0.08,168.58,0.286,0,126.6,30.7781,0.326,0.116,15.83,0.227
South,North Carolina,Pender County,"Pender County, North Carolina",3.6,4.7,0.169,0.29,6.7,0.96,6824,344.8,10.928,2.9,0.065,0.08,79.19,0.265,0.138,60.4,27.5319,0.15,0.116,18.31,0.138
South,North Carolina,Perquimans County,"Perquimans County, North Carolina",3.6,3.8,0,0,0,0.9,7125,309.5,20.247,0,0.044,0.07,62.61,0.188,0,89.6,22.2274,0.184,0.116,17.16,0.149
South,North Carolina,Person County,"Person County, North Carolina",3.6,2.6,0.148,0.361,13,0.903,10131,486,16.538,0,0.045,0.09,71.57,0.314,0,81.8,19.1529,0.185,0.116,19.66,0.175
South,North Carolina,"Pitt County, NC","Pitt County, NC, North Carolina",3.6,3.9,0.193,0.171,7.5,0.906,9467,459.4,14.675,8.7,0.055,0.09,65.7,0.385,0.143,70.2,19.6734,0.245,0.116,35.73,0.184
South,North Carolina,Polk County,"Polk County, North Carolina",3.6,0,0,0,0,0,0,221.1,5.551,0,0.078,0.04,67.01,0.326,0,0,16.1257,0.243,0.116,20.99,0.136
South,North Carolina,"Randolph County, NC","Randolph County, NC, North Carolina",3.6,4.8,0.153,0.293,0,0.86,9210,448.2,10.408,0,0.051,0.08,84.69,0.324,0,91.5,25.299,0.202,0.116,17.7,0.154
South,North Carolina,Richmond County,"Richmond County, North Carolina",3.6,0,0,0,0,0.925,8009,410.6,8.224,0,0.064,0.08,48.36,0.412,0,78.3,35.6629,0.307,0.116,17.25,0.145
South,North Carolina,"Robeson County, NC","Robeson County, NC, North Carolina",3.6,3.4,0.227,0.249,5.5,0.812,7264,366.2,10.418,5.5,0.051,0.08,82.34,0.413,0.247,63.3,19.6275,0.238,0.116,30.56,0.172
South,North Carolina,Rockingham County,"Rockingham County, North Carolina",3.6,0,0,0,0,0.925,8246,431,12.898,0,0.05,0.08,115.31,0.374,0,89.1,26.1578,0.179,0.116,22.47,0.204
South,North Carolina,"Rowan County, NC","Rowan County, NC, North Carolina",3.6,0,0,0,0,0.825,10149,452,10.389,0,0.059,0.1,88.09,0.168,0,114.1,29.4059,0.202,0.116,17.55,0.127
South,North Carolina,Rutherford County,"Rutherford County, North Carolina",3.6,7.1,0.294,0.249,0,0.81,10663,530.1,8.789,0,0.087,0.08,159.7,0.277,0,94.5,27.13,0.262,0.116,19.39,0.118
South,North Carolina,Sampson County,"Sampson County, North Carolina",3.6,3.9,0.134,0.246,9.5,0.8,7505,388.2,16.729,2.7,0.071,0.08,54.53,0.413,0.171,55.5,16.9623,0.3,0.116,17.33,0.148
South,North Carolina,Scotland County,"Scotland County, North Carolina",3.6,4.1,0.169,0.148,0,0,6442,322.6,17.522,0,0.101,0.04,25.25,0.333,0.148,50,18.0986,0.26,0.116,19.49,0.132
South,North Carolina,Stanly County,"Stanly County, North Carolina",3.6,3.8,0.162,0.268,8.5,0.79,8131,407.3,9.15,3.6,0.06,0.08,74.28,0.352,0.135,72.5,29.9418,0.188,0.116,15.37,0.118
South,North Carolina,Stokes County,"Stokes County, North Carolina",3.6,3.6,0.157,0.25,5.3,0.85,6503,357.7,9.357,0,0.046,0.08,57.12,0.241,0.144,67.7,36.9155,0.149,0.116,49.08,0.174
South,North Carolina,Surry County,"Surry County, North Carolina",3.6,3.6,0.207,0.219,7.3,0.862,8038,396.3,9.355,4.9,0.055,0.09,73.72,0.287,0.086,65.1,25.7092,0.212,0.117,13.04,0.133
South,North Carolina,Swain County,"Swain County, North Carolina",3.6,5.9,0.284,0.21,0,0.87,11511,546.7,14.665,0,0.114,0.08,94.91,0.355,0,80.1,20.5341,0.295,0.117,18.71,0.215
South,North Carolina,Transylvania County,"Transylvania County, North Carolina",3.6,3.3,0.169,0.206,6.1,0.876,8846,453.7,7.589,5.7,0.064,0.07,78.55,0.278,0.147,73,25.8851,0.177,0.117,9.06,0.143
South,North Carolina,Tyrrell County,"Tyrrell County, North Carolina",3.6,4.6,0.188,0.259,6.9,0.77,8323,398.1,6.123,4.7,0.081,0.08,69.51,0.299,0.197,95.5,28.4288,0.192,0.117,23.36,0.174
South,North Carolina,"Union County, NC","Union County, NC, North Carolina",3.6,4.1,0.187,0.248,0,0.7,7411,383.1,9.086,0,0.059,0.09,56.29,0.37,0.214,78.8,32.4328,0.222,0.117,15.22,0.223
South,North Carolina,Vance County,"Vance County, North Carolina",3.6,4,0,0,0,0.775,7003,366.9,12.148,0,0.101,0.09,48.91,0.346,0,77.6,21.2285,0.315,0.117,9.38,0.254
South,North Carolina,"Wake County, NC","Wake County, NC, North Carolina",3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8806,0,0.117,17.8,0.152
South,North Carolina,Warren County,"Warren County, North Carolina",3.6,3.5,0.157,0.232,7.3,0.975,7953,387.3,14.378,0,0.072,0.08,62.65,0.277,0.156,76.9,21.2786,0.194,0.117,21.09,0.159
South,North Carolina,Washington County,"Washington County, North Carolina",3.6,4.5,0.281,0.282,0,0.908,8222,409.5,16.76,0,0.082,0.08,78.58,0.293,0.151,74.5,24.7271,0.276,0.117,19.08,0.199
South,North Carolina,Watauga County,"Watauga County, North Carolina",3.6,3.5,0.148,0.3,0,0.864,7685,374.6,15.818,0,0.086,0.07,91.6,0.207,0.148,75.2,25.8025,0.285,0.117,19.09,0.123
South,North Carolina,"Wayne County, NC","Wayne County, NC, North Carolina",3.6,3.5,0.116,0.157,0,0,7119,410.6,22.033,0,0.039,0.07,61.56,0.288,0.075,89.3,15.1613,0.184,0.117,12.01,0.142
Midwest,North Dakota,Wilkes County,"Wilkes County, North Dakota",3.6,4.3,0.169,0.229,6.4,0.765,8666,418.5,9.962,9.1,0.081,0.09,66.81,0.424,0.15,69.6,21.3434,0.223,0.117,0,0.114
Midwest,North Dakota,Wilson County,"Wilson County, North Dakota",3.6,4.4,0.205,0.335,0,0.867,9954,450.2,12.076,0,0.07,0.09,137.74,0.291,0,99.3,27.9707,0.276,0.117,20.68,0.08
Midwest,North Dakota,Yadkin County,"Yadkin County, North Dakota",3.6,4.4,0.241,0.264,0,0.918,8990,426.2,17.305,0,0.096,0.09,95.46,0.371,0.141,97.9,25.8276,0.287,0.117,64.15,0.17
Midwest,North Dakota,Yancey County,"Yancey County, North Dakota",3.6,6.4,0.314,0.289,0,0.879,8791,434.7,8.164,0,0.117,0.08,151.2,0.297,0,73.9,20.9266,0.393,0.117,0,0.11
Midwest,North Dakota,Adams County,"Adams County, North Dakota",3.6,3.8,0.148,0.223,0,0.865,6667,343.8,16.267,0,0.099,0.08,37.81,0.246,0.243,53.9,17.9816,0.229,0.117,0,0.107
Midwest,North Dakota,Barnes County,"Barnes County, North Dakota",3.6,3.3,0.154,0.234,7.2,0.86,7523,386,8.542,4.3,0.063,0.08,60.13,0.307,0.12,60.9,23.9584,0.164,0.117,0,0.065
Midwest,North Dakota,Benson County,"Benson County, North Dakota",3.6,3.1,0.132,0.254,0,0,8076,401.7,34.439,0,0.052,0.06,69.25,0.191,0,56.4,17.7213,0.168,0.117,0,0.061
Midwest,North Dakota,Billings County,"Billings County, North Dakota",3.6,3.2,0.179,0.209,0,0.828,9209,406,17.61,0,0.065,0.08,78.16,0.289,0,101.3,23.8705,0.262,0.117,10.31,0.099
Midwest,North Dakota,Bottineau County,"Bottineau County, North Dakota",3.6,5,0.324,0.331,12.3,0.789,15395,669.1,14.356,0,0.082,0.13,145.79,0.57,0,115.8,15.5428,0.454,0.117,6.89,0.144
Midwest,North Dakota,Bowman County,"Bowman County, North Dakota",3.6,4.7,0.212,0.248,7,0.939,7723,400.2,12.524,0,0.061,0.07,87.75,0.255,0.114,68,17.7315,0.276,0.117,0,0.052
Midwest,North Dakota,Burke County,"Burke County, North Dakota",3.6,3.2,0.179,0.247,0,0.904,7274,312.6,11.087,0,0.089,0.07,51.27,0.318,0.166,77.9,27.0126,0.3,0.117,0,0.079
Midwest,North Dakota,Burleigh County,"Burleigh County, North Dakota",3.6,4,0.204,0.307,6.1,0.938,7631,371.3,15.107,0,0.089,0.08,49,0.383,0.103,54.3,19.8046,0.29,0.117,0,0.054
Midwest,North Dakota,"Cass County, ND","Cass County, ND, North Dakota",3.6,2.2,0.13,0.088,0,0,6220,339.3,10.85,0,0.032,0.11,37.59,0.127,0.113,123.8,15.9992,0.237,0.117,47.87,0.096
Midwest,North Dakota,Cavalier County,"Cavalier County, North Dakota",3.6,4.2,0.148,0.225,0,0.83,6530,334.2,11.585,4.3,0.075,0.08,52.17,0.265,0.122,68.4,26.0275,0.192,0.117,0,0.09
Midwest,North Dakota,Dickey County,"Dickey County, North Dakota",3.6,5.8,0.262,0.253,9.4,0.823,7824,400.9,17.994,4.9,0.078,0.1,71.64,0.355,0.145,79,24.343,0.256,0.117,0,0.093
Midwest,North Dakota,Divide County,"Divide County, North Dakota",3.6,2.9,0.143,0.155,6.4,0.936,6063,316.2,15.71,0,0.054,0.06,70.15,0.199,0.178,57,19.0367,0.137,0.117,0,0.086
Midwest,North Dakota,Dunn County,"Dunn County, North Dakota",3.6,4.7,0.201,0.216,6.7,0.793,8303,390.6,16.243,3.7,0.081,0.08,90.48,0.329,0.149,68,24.4369,0.274,0.117,0,0.116
Midwest,North Dakota,Eddy County,"Eddy County, North Dakota",3.6,4.3,0.129,0.254,0,0.886,8126,418.2,11.384,0,0.093,0.08,90.8,0.34,0.163,60.4,32.4777,0.271,0.117,10.9,0.151
Midwest,North Dakota,Emmons County,"Emmons County, North Dakota",3.6,4.4,0.203,0.259,6.1,0.801,10152,489.7,10.369,7.4,0.049,0.08,111.23,0.355,0.09,92.8,20.2695,0.276,0.117,0,0.102
Midwest,North Dakota,Foster County,"Foster County, North Dakota",3.6,4.4,0.167,0.306,0,0.823,8392,419.9,24.663,0,0.068,0.1,94.65,0.165,0,100.3,24.8963,0.311,0.117,0,0.069
Midwest,North Dakota,Golden Valley County,"Golden Valley County, North Dakota",3.6,4,0.207,0.213,0,0.581,8926,410.9,10.338,0,0.106,0.06,34.43,0.349,0.174,111.9,12.266,0.28,0.117,0,0.074
Midwest,North Dakota,Grand Forks County,"Grand Forks County, North Dakota",3.6,0,0.172,0.385,0,0.875,6508,351.3,30.371,0,0.11,0.06,80.72,0.391,0,110.6,15.5401,0.228,0.117,0,0.07
Midwest,North Dakota,Grant County,"Grant County, North Dakota",3.6,4.2,0.156,0.246,7,0.874,8085,396.5,11.245,4.4,0.093,0.08,68.4,0.406,0.199,68.7,21.4395,0.268,0.117,0,0.081
Midwest,North Dakota,Griggs County,"Griggs County, North Dakota",3.6,4.4,0.202,0.232,11.2,0.652,10151,492.1,7.915,20.3,0.1,0.11,67.27,0.586,0.172,82.6,31.5247,0.363,0.117,0,0.1
Midwest,North Dakota,Hettinger County,"Hettinger County, North Dakota",3.6,4.8,0.187,0.179,0,0.875,6644,337,19.912,0,0.094,0.07,78.22,0.297,0.182,83.6,23.3076,0.24,0.117,0,0.083
Midwest,North Dakota,Kidder County,"Kidder County, North Dakota",3.6,3.3,0.186,0.263,0,0.89,9444,471.3,11.007,0,0.092,0.09,64.91,0.351,0,98.4,25.3445,0.249,0.117,0,0.1
Midwest,North Dakota,LaMoure County,"LaMoure County, North Dakota",3.6,0,0,0,0,0.945,8459,392.4,16.911,8.5,0.052,0.07,72.98,0.327,0.183,73.1,20.9728,0.248,0.117,64.48,0.08
Midwest,North Dakota,Logan County,"Logan County, North Dakota",3.6,0,0,0,0,0,10162,491.7,18.641,0,0.052,0.08,63.09,0.297,0,74.6,15.389,0.361,0.117,30.32,0.078
Midwest,North Dakota,McHenry County,"McHenry County, North Dakota",3.6,0,0,0,0,0,6543,296,13.252,0,0.047,0.08,54.53,0.214,0,81.9,24.4585,0.197,0.117,27.26,0.077
Midwest,North Dakota,McIntosh County,"McIntosh County, North Dakota",3.6,4.4,0.234,0.238,7,0.908,7418,397,10.838,0,0.071,0.08,70.92,0.404,0,54,23.9466,0.335,0.117,16.91,0.085
Midwest,North Dakota,McKenzie County,"McKenzie County, North Dakota",3.6,3.9,0.151,0.168,6.5,0.906,9184,454.6,12.957,4.6,0.061,0.08,82.51,0.36,0,81.9,23.26,0.276,0.117,52.92,0.104
Midwest,North Dakota,McLean County,"McLean County, North Dakota",3.6,6.4,0.237,0,0,0.869,8252,455.2,15.857,0,0.061,0.11,96.43,0.332,0,89.1,17.9505,0.327,0.117,0,0.055
Midwest,North Dakota,Mercer County,"Mercer County, North Dakota",3.6,5.4,0.255,0.202,0,0.938,9843,463.6,12.583,6.4,0.097,0.09,87.75,0.353,0,98,32.2624,0.282,0.117,0,0.097
Midwest,North Dakota,Morton County,"Morton County, North Dakota",3.6,3.2,0.141,0.185,0,0.87,7966,351.4,11.388,0,0.06,0.06,46.28,0.301,0.175,71.4,38.854,0.155,0.117,0,0.061
Midwest,North Dakota,Mountrail County,"Mountrail County, North Dakota",3.6,3.2,0.13,0.206,0,0.9,5769,313,15.264,0,0.059,0.07,78.82,0.304,0.148,64.7,29.5239,0.18,0.117,0,0.115
Midwest,North Dakota,Nelson County,"Nelson County, North Dakota",3.6,3.9,0.187,0.236,8.8,0.86,8223,405.6,12.321,2.8,0.069,0.09,90.4,0.294,0,73,22.238,0.212,0.117,0,0.098
Midwest,North Dakota,Oliver County,"Oliver County, North Dakota",3.6,0,0,0,0,0.725,11142,524.4,24.912,0,0.078,0.09,109.85,0.428,0,80,17.9129,0.364,0.117,0,0.104
Midwest,North Dakota,Pembina County,"Pembina County, North Dakota",3.6,5.2,0.219,0.232,8,0.908,8955,440.1,12.154,6.3,0.092,0.08,77.31,0.403,0.099,91.4,19.8396,0.272,0.118,0,0.055
Midwest,North Dakota,Pierce County,"Pierce County, North Dakota",3.6,7,0.285,0.257,0,0.953,10149,450.3,14.843,0,0.089,0.08,100.26,0.306,0,104.5,22.3071,0.314,0.118,20,0.096
Midwest,North Dakota,Ramsey County,"Ramsey County, North Dakota",3.6,4.9,0.248,0.328,10.1,0.853,10243,490.4,12.146,6.1,0.074,0.11,72.17,0.448,0.129,69.5,19.1607,0.32,0.118,51.35,0.216
Midwest,North Dakota,Ransom County,"Ransom County, North Dakota",3.6,4.3,0.25,0.194,10.3,0.793,13330,639.3,12.342,9.6,0.083,0.09,91.7,0.446,0,100.3,22.9689,0.379,0.118,0,0.055
Midwest,North Dakota,Renville County,"Renville County, North Dakota",3.6,3.5,0.146,0.198,7.3,0.82,7150,329,11.112,3.3,0.067,0.08,50.61,0.401,0.179,69.3,23.7375,0.246,0.118,0,0.107
Midwest,North Dakota,Richland County,"Richland County, North Dakota",3.6,4.3,0.182,0.24,0,0.875,7952,414.7,14.633,0,0.07,0.09,70.37,0.435,0.172,90.9,22.0224,0.297,0.118,68.43,0.225
Midwest,North Dakota,Rolette County,"Rolette County, North Dakota",3.6,4.4,0.168,0.196,0,0.825,9200,491.3,10.309,0,0.071,0.08,72.44,0.353,0,83.1,25.4028,0.218,0.118,0,0.066
Midwest,North Dakota,Sargent County,"Sargent County, North Dakota",3.6,0,0,0,0,0.725,8024,442.9,7.737,0,0.099,0.08,62.57,0.295,0,108.9,37.3182,0.309,0.118,13,0.109
Midwest,North Dakota,Sheridan County,"Sheridan County, North Dakota",3.6,3,0.135,0.164,7.8,0.738,8561,430.4,8.513,4.6,0.075,0.08,67.01,0.279,0.11,67.8,29.6471,0.203,0.118,0,0.06
Midwest,North Dakota,Sioux County,"Sioux County, North Dakota",3.6,3.8,0.149,0.198,7.1,0.828,7564,382.5,13.999,4.3,0.084,0.08,62.02,0.33,0.224,78.9,23.9156,0.189,0.118,13.61,0.072
Midwest,North Dakota,Slope County,"Slope County, North Dakota",3.6,4.6,0.201,0.252,8.6,0.92,8839,434.5,14.655,2.9,0.087,0.09,61.09,0.386,0.119,55.5,20.0192,0.278,0.118,0,0.056
Midwest,North Dakota,Stark County,"Stark County, North Dakota",3.6,3.9,0.173,0.232,7.9,0.924,9016,448.7,16.016,0,0.062,0.07,68.62,0.307,0.151,62.3,20.3366,0.178,0.118,0,0.065
Midwest,North Dakota,Steele County,"Steele County, North Dakota",3.6,4.1,0.238,0.417,0,0.834,9038,420.3,11.393,0,0.084,0.06,73.36,0.291,0.254,90.1,31.6796,0.172,0.118,15.28,0.074
