region,state,county,county2,poor_mental_health_days,poor_physical_health_days,poor_or_fair_health,adult_smoking,infant_mortality,high_school_graduation,premature_death,premature_ageadjusted_mortality,social_associations,homicide_rate,unemployment,low_birthweight,preventable_hospital_stays,children_in_singleparent_households,excessive_drinking,injury_deaths,mean_commute_minutes_x,children_in_poverty,diabetes,motor_vehicle_crash_deaths,severe_housing_problems
South,West Virginia,Fayette County,"Fayette County, West Virginia",5.3,7.1,0.285,0.261,0,0.675,8782,501.9,11.221,0,0.069,0.1,104.29,0.384,0,88.1,25.8504,0.308,0.15,28.9,0.085
South,West Virginia,Gilmer County,"Gilmer County, West Virginia",5.3,6.5,0.35,0.277,10.7,0.793,14814,653.8,14.044,6.5,0.066,0.1,82.42,0.341,0.083,142.6,29.5812,0.322,0.15,19.13,0.13
South,West Virginia,Grant County,"Grant County, West Virginia",5.3,7.1,0.306,0.312,0,0.775,10715,476.9,10.542,0,0.089,0.08,87.14,0.366,0.074,128.6,24.084,0.395,0.15,25.5,0.093
South,West Virginia,Greenbrier County,"Greenbrier County, West Virginia",5.3,0,0,0,0,0.875,10289,457.9,13.267,0,0.093,0.16,59.91,0.607,0,53.3,23.0029,0.446,0.15,18.71,0.147
South,West Virginia,Hampshire County,"Hampshire County, West Virginia",5.3,2.5,0.128,0.295,0,0.875,9313,422.4,18.806,0,0.12,0.07,37.93,0.274,0.26,80.3,21.0634,0.3,0.15,16.02,0.099
South,West Virginia,Hancock County,"Hancock County, West Virginia",5.3,5.2,0.225,0.314,10.9,0.926,8846,428.1,14.82,2.3,0.086,0.1,93.97,0.289,0.068,73.4,22.52,0.34,0.15,27.87,0.096
South,West Virginia,Hardy County,"Hardy County, West Virginia",5.4,5,0.267,0.281,10,0.89,11556,516.9,16.697,6.2,0.105,0.09,60.21,0.325,0.102,112.2,21.1701,0.329,0.15,35.39,0.135
South,West Virginia,Harrison County,"Harrison County, West Virginia",5.4,4.9,0.295,0.353,10.2,0.77,10782,540.8,18.794,14.1,0.085,0.11,90.22,0.646,0,57.8,21.7573,0.343,0.15,33.28,0.097
South,West Virginia,Jackson County,"Jackson County, West Virginia",5.4,3.8,0.203,0.184,7.9,0.638,14350,547.8,3.552,14.7,0.198,0.07,91.79,0.493,0.134,170.4,27.0272,0.493,0.151,34,0.107
South,West Virginia,Jefferson County,"Jefferson County, West Virginia",5.4,6,0.239,0.278,0,0.72,11232,525.6,15.244,12.6,0.1,0.1,103.44,0.386,0,104.1,20.2111,0.403,0.151,12.66,0.11
South,West Virginia,"Kanawha County, WV","Kanawha County, WV, West Virginia",5.4,7.2,0.342,0.306,0,0.875,15781,712.3,5.867,0,0.123,0.1,173.37,0.437,0.044,165.2,26.9448,0.436,0.151,12.48,0.083
South,West Virginia,Lewis County,"Lewis County, West Virginia",5.4,7.9,0.353,0.309,8.6,0.903,13633,636,7.479,5,0.117,0.11,130.88,0.315,0.077,121.1,23.9091,0.29,0.151,30.06,0.094
South,West Virginia,Lincoln County,"Lincoln County, West Virginia",5.4,3.9,0.223,0.226,15.7,0.725,10740,483.4,10.696,0,0.08,0.14,121.84,0.591,0.12,73.8,24.0107,0.424,0.151,19.12,0.131
South,West Virginia,Logan County,"Logan County, West Virginia",5.4,3.5,0.225,0.236,0,0.775,10946,532.8,15.496,0,0.096,0.12,81.95,0.416,0,105.9,23.6079,0.363,0.151,17.94,0.087
South,West Virginia,McDowell County,"McDowell County, West Virginia",5.4,4,0.208,0.189,0,0.859,11561,527.1,18.12,0,0.099,0.13,99.74,0.438,0.102,92.2,29.0385,0.312,0.151,40,0.099
South,West Virginia,Marion County,"Marion County, West Virginia",5.4,4.3,0.262,0.277,12.3,0.68,12087,581.1,14.298,19.7,0.092,0.11,64,0.448,0.122,82.2,19.6413,0.359,0.151,9.97,0.163
South,West Virginia,Marshall County,"Marshall County, West Virginia",5.4,4.9,0.237,0.232,12.4,0.752,9834,462,14.277,0,0.121,0.13,89.95,0.409,0.063,82.3,23.3522,0.309,0.151,19.05,0.099
South,West Virginia,Mason County,"Mason County, West Virginia",5.5,4.1,0.25,0.161,11,0.78,9927,496.4,15.702,8.6,0.088,0.11,67.73,0.512,0.081,72.1,21.0531,0.341,0.151,20.48,0.121
South,West Virginia,Mercer County,"Mercer County, West Virginia",5.5,4.1,0.246,0.215,0,0.776,10052,460.9,16.334,12.3,0.096,0.14,81.95,0.685,0,89.3,23.2029,0.421,0.151,21.8,0.084
South,West Virginia,Mineral County,"Mineral County, West Virginia",5.5,6.4,0.313,0.367,0,0.77,14461,669,8.571,10.5,0.089,0.11,169.38,0.277,0.096,134.7,24.5491,0.302,0.151,6.1,0.107
South,West Virginia,Mingo County,"Mingo County, West Virginia",5.5,4.4,0.218,0.137,9.7,0.734,10709,480.7,17.885,7.5,0.108,0.13,79.96,0.525,0.088,76,22.7529,0.353,0.152,29.57,0.118
South,West Virginia,"Monongalia County, WV","Monongalia County, WV, West Virginia",5.5,2.5,0.264,0.211,0,0.625,8733,487.3,9.496,10.3,0.069,0.11,92.31,0.429,0.089,65.2,32.0499,0.288,0.152,18.67,0.08
South,West Virginia,Monroe County,"Monroe County, West Virginia",5.5,4.2,0.231,0.23,12.8,0.61,11659,533.3,13.698,14.8,0.086,0.15,86.1,0.554,0.126,81.2,18.7406,0.443,0.152,0,0.111
South,West Virginia,Morgan County,"Morgan County, West Virginia",5.5,5.2,0.297,0.2,9.5,0.807,11370,514.9,13.572,17.7,0.105,0.13,87.78,0.5,0.081,85.2,29.5442,0.379,0.152,19.36,0.094
South,West Virginia,Nicholas County,"Nicholas County, West Virginia",5.5,4.6,0.263,0.27,11.9,0.769,13685,589.3,14.773,5.7,0.068,0.11,88.76,0.488,0.075,103,22.6455,0.368,0.152,15.76,0.08
South,West Virginia,Ohio County,"Ohio County, West Virginia",5.5,4.7,0.296,0.213,15.5,0.787,10903,499.1,12.221,12.5,0.115,0.13,81.21,0.545,0.061,73.9,23.4853,0.435,0.152,17.8,0.096
South,West Virginia,Pendleton County,"Pendleton County, West Virginia",5.5,3.6,0.214,0.174,7,0.93,10916,453.3,9.644,7.7,0.096,0.09,48.32,0.286,0.051,100.2,21.3568,0.291,0.152,12.68,0.14
South,West Virginia,Pleasants County,"Pleasants County, West Virginia",5.5,4.7,0.25,0.24,0,0.875,8289,434.2,10.368,0,0.089,0.09,87.86,0.243,0,104.7,29.2639,0.319,0.152,24.62,0.07
South,West Virginia,Pocahontas County,"Pocahontas County, West Virginia",5.5,3.4,0.205,0.177,11.8,0.61,9991,472,9.242,7.9,0.076,0.11,45.88,0.584,0.111,75.1,28.0297,0.396,0.153,22.83,0.121
South,West Virginia,Preston County,"Preston County, West Virginia",5.5,5.8,0.192,0.126,0,0.625,8647,373.5,15.536,0,0.087,0.1,45.32,0.414,0,63.8,24.446,0.412,0.153,21.68,0.088
South,West Virginia,Putnam County,"Putnam County, West Virginia",5.5,4.9,0.238,0.263,10.5,0.757,11908,544.8,11.052,12.7,0.092,0.16,83.21,0.445,0.142,91.3,28.7312,0.425,0.153,15.31,0.076
South,West Virginia,Raleigh County,"Raleigh County, West Virginia",5.6,0,0.191,0.225,0,0.825,7925,370.5,13.608,12,0.106,0.14,69.22,0.497,0,61.4,28.0468,0.398,0.153,24.14,0.106
South,West Virginia,Randolph County,"Randolph County, West Virginia",5.6,4,0.213,0.271,0,0.837,11907,600,13.173,11.4,0.07,0.1,156.81,0.4,0.1,105.4,21.8172,0.402,0.153,18.49,0.091
South,West Virginia,Ritchie County,"Ritchie County, West Virginia",5.6,4.2,0.194,0.28,13.4,0.731,11550,563.4,8.745,0,0.078,0.09,77.82,0.3,0.092,117.5,25.0706,0.31,0.153,19.56,0.088
South,West Virginia,Roane County,"Roane County, West Virginia",5.6,7.8,0.354,0.396,0,0.992,15837,737.5,5.372,0,0.177,0.1,238.98,0.295,0.098,127.3,29.7464,0.373,0.154,23.56,0.114
South,West Virginia,Summers County,"Summers County, West Virginia",5.6,4.2,0.298,0.27,0,0.675,8351,421.3,11.611,0,0.123,0.15,78.52,0.535,0,75.2,28.0511,0.414,0.154,20.18,0.133
South,West Virginia,Taylor County,"Taylor County, West Virginia",5.6,4.3,0.198,0.209,12.2,0.8,9873,471.4,12.51,12.1,0.134,0.12,70.65,0.577,0,67.2,20.6078,0.458,0.154,20.64,0.104
South,West Virginia,Tucker County,"Tucker County, West Virginia",5.6,5.1,0.226,0.236,11.1,0.93,12139,548.6,14.382,13.5,0.089,0.13,71.22,0.482,0.095,78.8,23.0716,0.392,0.154,0,0.114
South,West Virginia,Tyler County,"Tyler County, West Virginia",5.6,4.6,0.235,0.278,8.3,0.86,11348,510,13.594,4.7,0.073,0.1,88.99,0.366,0,111.2,27.866,0.262,0.155,9.71,0.134
South,West Virginia,Upshur County,"Upshur County, West Virginia",5.6,5,0.208,0.236,14.3,0.802,12604,595.6,8.197,12.7,0.108,0.13,65.49,0.566,0.118,62,20.5491,0.361,0.155,35.99,0.08
Midwest,Wisconsin,Wayne County,"Wayne County, Wisconsin",5.6,3.6,0.177,0.249,8.2,0.781,10277,494.8,13.784,22.2,0.104,0.13,53.29,0.546,0.148,78.8,20.653,0.38,0.155,18.41,0.147
Midwest,Wisconsin,Webster County,"Webster County, Wisconsin",5.6,4.4,0.185,0.217,0,0.725,8237,393.8,12.335,0,0.078,0.12,76.02,0.382,0,56,22.4838,0.379,0.155,10.6,0.158
Midwest,Wisconsin,Wetzel County,"Wetzel County, Wisconsin",5.6,4.6,0.338,0,0,0.475,7506,420.8,9.471,0,0.11,0.13,80.65,0.427,0,86.8,31.7637,0.338,0.155,14.01,0.144
Midwest,Wisconsin,Wirt County,"Wirt County, Wisconsin",5.7,4.8,0.221,0.118,13.2,0.74,8218,445.3,15.442,8,0.096,0.13,91.84,0.398,0,92.2,23.1551,0.359,0.155,15.13,0.143
Midwest,Wisconsin,Wood County,"Wood County, Wisconsin",5.7,4.7,0.243,0.248,7.3,0.86,9326,435.5,8.446,7.9,0.062,0.08,81.05,0.342,0.114,104.4,24.8188,0.35,0.155,8.58,0.139
Midwest,Wisconsin,Wyoming County,"Wyoming County, Wisconsin",5.7,4,0.211,0.201,8.7,0.864,8828,432.6,17.145,4.3,0.097,0.09,70.93,0.301,0.112,78,24.0672,0.204,0.156,13.6,0.131
Midwest,Wisconsin,Adams County,"Adams County, Wisconsin",5.7,4.8,0.231,0.306,7,0.679,11132,523,8.74,11.8,0.104,0.11,78.8,0.503,0.163,88,27.5831,0.363,0.156,12.77,0.197
Midwest,Wisconsin,Ashland County,"Ashland County, Wisconsin",5.7,4.8,0.258,0.256,14,0.83,11259,525,11.07,22.7,0.113,0.11,106.05,0.555,0.085,96.4,23.0872,0.44,0.156,10.04,0.092
Midwest,Wisconsin,Barron County,"Barron County, Wisconsin",5.7,4.4,0.251,0.173,16.3,0.85,10964,504.8,22.478,8.4,0.118,0.12,87.06,0.422,0,65.3,23.5882,0.351,0.156,10.63,0.129
Midwest,Wisconsin,Bayfield County,"Bayfield County, Wisconsin",5.7,5.3,0.232,0.283,7.2,0.77,13691,601.1,14.235,11.5,0.071,0.14,92.7,0.313,0.061,126.3,21.2173,0.409,0.156,21.08,0.16
Midwest,Wisconsin,"Brown County, WI","Brown County, WI, Wisconsin",5.7,5,0.385,0.241,8.7,0.759,11864,567.2,18.495,9.7,0.073,0.12,66.66,0.548,0,78.3,24.5291,0.347,0.157,17.97,0.118
Midwest,Wisconsin,Buffalo County,"Buffalo County, Wisconsin",5.7,0,0,0,0,0,12025,590.1,11.905,0,0.09,0.16,0,0.39,0,0,27.6538,0.454,0.157,28.13,0.119
Midwest,Wisconsin,Burnett County,"Burnett County, Wisconsin",5.7,5.6,0.282,0.334,0,0.95,12769,616,6.31,0,0.109,0.15,161.88,0.271,0,117,32.5414,0.322,0.157,8,0.168
Midwest,Wisconsin,Calumet County,"Calumet County, Wisconsin",5.7,4.4,0.242,0.258,0,0.703,8817,422.9,14.934,0,0.125,0.07,56.98,0.487,0.221,68.7,21.5693,0.398,0.157,12.71,0.121
Midwest,Wisconsin,Chippewa County,"Chippewa County, Wisconsin",5.7,3.8,0.231,0.258,9.8,0.79,11113,545.9,19.822,8.5,0.111,0.12,91.99,0.473,0.108,72.8,26.3459,0.3,0.157,10.23,0.153
Midwest,Wisconsin,Clark County,"Clark County, Wisconsin",5.8,5.5,0.239,0.243,11.8,0.74,11473,514.8,12.002,8.4,0.093,0.12,49.17,0.502,0,87.3,25.0356,0.374,0.158,12.36,0.132
Midwest,Wisconsin,Columbia County,"Columbia County, Wisconsin",5.8,3.9,0.259,0.21,0,0.625,11062,530.5,8.129,0,0.102,0.1,128.7,0.431,0,84.7,35.11,0.388,0.158,12.14,0.154
Midwest,Wisconsin,Crawford County,"Crawford County, Wisconsin",5.8,4,0.203,0.166,0,0.925,9103,442,11.361,0,0.063,0.09,87.95,0.426,0,81.6,26.6673,0.313,0.159,9.75,0.156
Midwest,Wisconsin,"Dane County, WI","Dane County, WI, Wisconsin",5.8,0,0,0,0,0.875,9600,397.9,3.335,0,0.16,0.15,52.62,0.58,0,65.8,27.1297,0.488,0.159,0,0.156
Midwest,Wisconsin,Dodge County,"Dodge County, Wisconsin",5.8,0,0,0,0,0,0,485.3,0,0,0.144,0.18,0,0.443,0,0,24.3443,0.564,0.159,12.7,0.128
Midwest,Wisconsin,Door County,"Door County, Wisconsin",5.8,4.1,0.215,0.223,10.2,0.693,9984,475.2,15.831,9.7,0.087,0.13,63.92,0.523,0.099,70.6,20.5118,0.388,0.159,40.82,0.123
Midwest,Wisconsin,Douglas County,"Douglas County, Wisconsin",5.8,4.8,0.285,0.274,12.7,0.718,13169,585.1,16.459,13.7,0.1,0.14,100.24,0.516,0.105,87.8,24.2134,0.423,0.159,16.3,0.12
Midwest,Wisconsin,Dunn County,"Dunn County, Wisconsin",5.8,3.7,0.208,0.219,0,0.807,8821,445.5,13.098,7,0.112,0.11,61.07,0.531,0.127,89.7,28.1144,0.406,0.159,16.41,0.112
Midwest,Wisconsin,"Eau Claire County, WI","Eau Claire County, WI, Wisconsin",5.9,5,0.257,0.207,0,0.76,11068,512.3,13.273,9.5,0.114,0.15,74.6,0.527,0,81.7,23.9243,0.391,0.16,14.21,0.122
Midwest,Wisconsin,Florence County,"Florence County, Wisconsin",5.9,4.1,0.187,0.164,0,0.775,10667,391.5,10.784,0,0.093,0.13,99.17,0.302,0.108,86.9,30.5786,0.373,0.16,19.93,0.116
Midwest,Wisconsin,"Fond du Lac County, WI","Fond du Lac County, WI, Wisconsin",5.9,4.2,0.199,0.238,9.2,0.795,9912,469.7,11.934,8.9,0.089,0.1,93.73,0.446,0.136,91,29.1754,0.273,0.16,0,0.151
Midwest,Wisconsin,Forest County,"Forest County, Wisconsin",5.9,3.1,0.177,0.344,0,0,13148,592,9.972,0,0.075,0.06,88.03,0.57,0.239,57.7,15.3147,0.407,0.16,16.85,0.157
Midwest,Wisconsin,Grant County,"Grant County, Wisconsin",5.9,3.6,0.189,0.442,0,0.825,10038,499.1,7.786,0,0.084,0.1,36.85,0.416,0,55.4,24.1472,0.348,0.16,13.22,0.133
Midwest,Wisconsin,Green County,"Green County, Wisconsin",5.9,4.3,0.191,0.254,11.2,0.68,13827,589.7,16.889,24.1,0.1,0.13,0,0.7,0,81.3,21.6904,0.469,0.16,18.18,0.148
Midwest,Wisconsin,Green Lake County,"Green Lake County, Wisconsin",5.9,3.9,0.199,0.305,0,0.66,10357,528.1,11.819,8.2,0.093,0.11,116.92,0.512,0.109,82.9,24.2045,0.398,0.161,10.29,0.168
Midwest,Wisconsin,Iowa County,"Iowa County, Wisconsin",5.9,4.5,0,0,0,0.625,10365,539,12.902,0,0.102,0.09,99.87,0.464,0,69.1,24.3582,0.375,0.161,16.62,0.116
Midwest,Wisconsin,Iron County,"Iron County, Wisconsin",5.9,3.7,0.206,0.175,0,0.875,11368,566.5,12.836,19.5,0.156,0.16,104.56,0.727,0,84.9,21.3966,0.521,0.161,8.54,0.141
Midwest,Wisconsin,Jackson County,"Jackson County, Wisconsin",6,4.9,0.212,0.201,0,0.775,11391,504.8,11.258,16.9,0.108,0.12,89.9,0.317,0.093,114.2,37.7597,0.426,0.161,22.96,0.127
Midwest,Wisconsin,Jefferson County,"Jefferson County, Wisconsin",6,6.7,0.298,0.389,0,0.803,11503,540.2,12.494,0,0.076,0.09,102.5,0.482,0,115.1,25.9396,0.388,0.161,21.34,0.173
Midwest,Wisconsin,Juneau County,"Juneau County, Wisconsin",6,4,0.258,0.3,0,0.775,12160,574,10.943,0,0.081,0.12,72.58,0.435,0,99.8,28.0213,0.309,0.162,13.34,0.136
Midwest,Wisconsin,"Kenosha County, WI","Kenosha County, WI, Wisconsin",6,4,0.211,0.256,0,0.775,10704,491,8.018,0,0.113,0.14,74.92,0.296,0,119.1,31.6917,0.396,0.162,13.15,0.104
Midwest,Wisconsin,Kewaunee County,"Kewaunee County, Wisconsin",6,4.9,0.243,0.233,14.4,0.608,15292,675.8,8.557,33.7,0.131,0.18,75.24,0.724,0.121,108,20.2936,0.559,0.162,12.01,0.111
Midwest,Wisconsin,"La Crosse County, WI","La Crosse County, WI, Wisconsin",6,4.1,0.266,0.137,13.3,0.814,11241,525.3,10.289,12.3,0.097,0.12,71.24,0.461,0.06,97.4,27.8812,0.333,0.162,20.11,0.141
Midwest,Wisconsin,Lafayette County,"Lafayette County, Wisconsin",6.1,3.2,0.2,0.19,0,0.745,14527,633.2,13.19,0,0.114,0.15,99.66,0.561,0.121,113.9,25.4634,0.366,0.162,25.05,0.143
Midwest,Wisconsin,Langlade County,"Langlade County, Wisconsin",6.1,3.9,0.194,0.213,13.7,0.755,11627,534,14.211,14.6,0.117,0.14,45.02,0.507,0.11,88,25.9047,0.383,0.162,0,0.184
Midwest,Wisconsin,Lincoln County,"Lincoln County, Wisconsin",6.1,5.2,0.26,0.181,13,0.81,10335,488.9,12.883,0,0.08,0.12,81.45,0.487,0.075,83.4,28.8526,0.363,0.163,7.23,0.22
Midwest,Wisconsin,Manitowoc County,"Manitowoc County, Wisconsin",6.1,7.2,0.249,0.362,0,0.834,9344,500.6,12.245,17.2,0.109,0.12,83.09,0.523,0,101.9,20.3007,0.466,0.163,12.24,0.14
Midwest,Wisconsin,"Marathon County, WI","Marathon County, WI, Wisconsin",6.1,5.1,0.264,0.277,9.8,0.76,11578,546.7,11.142,13.2,0.086,0.12,115.87,0.39,0.107,98.6,32.0259,0.362,0.163,19.73,0.119
Midwest,Wisconsin,Marinette County,"Marinette County, Wisconsin",6.1,4.2,0.248,0.203,11.2,0.725,10672,482.2,16.291,0,0.118,0.14,46.53,0.533,0.143,99.1,28.2329,0.415,0.163,13.41,0.128
Midwest,Wisconsin,Marquette County,"Marquette County, Wisconsin",6.2,4.9,0.219,0.299,0,0.809,13560,606,13.436,13.8,0.114,0.07,78.12,0.355,0.151,122.9,19.3234,0.349,0.163,8.38,0.114
Midwest,Wisconsin,Menominee County,"Menominee County, Wisconsin",6.2,4.8,0.208,0.321,0,0,21783,792.6,7.358,0,0.073,0.06,76.04,0.435,0.248,257.6,15.918,0.534,0.163,8.12,0.105
Midwest,Wisconsin,"Milwaukee County, WI","Milwaukee County, WI, Wisconsin",6.2,3.9,0.202,0.394,11.7,0.494,19690,878.2,6.035,18.1,0.088,0.08,166.12,0.662,0.202,204.3,14.586,0.511,0.163,0,0.109
Midwest,Wisconsin,Monroe County,"Monroe County, Wisconsin",6.2,3.7,0.185,0.229,0,0.725,8460,468.9,17.177,0,0.077,0.1,54.88,0.474,0.166,77.4,18.5731,0.343,0.163,16.18,0.161
Midwest,Wisconsin,Oconto County,"Oconto County, Wisconsin",6.2,3.9,0.252,0.206,7.1,0.723,12349,598.5,13.531,20.6,0.127,0.13,69.59,0.689,0.12,80.7,23.3759,0.496,0.164,22.64,0.169
Midwest,Wisconsin,Oneida County,"Oneida County, Wisconsin",6.2,4.3,0.277,0.17,0,0.73,11185,506,11.916,0,0.099,0.13,79.57,0.596,0,65.9,23.8043,0.488,0.164,10.05,0.126
Midwest,Wisconsin,"Outagamie County, WI","Outagamie County, WI, Wisconsin",6.2,3.7,0.215,0.295,0,0.725,9297,449,21.716,0,0.125,0.09,247.93,0.31,0.158,75.9,20.3936,0.348,0.164,16.97,0.161
Midwest,Wisconsin,Ozaukee County,"Ozaukee County, Wisconsin",6.2,4.9,0.25,0.267,8.9,0.775,10008,491.5,14.594,11.4,0.098,0.13,112.92,0.509,0.115,72.8,30.9796,0.482,0.164,8.73,0.155
Midwest,Wisconsin,Pepin County,"Pepin County, Wisconsin",6.2,1.5,0.145,0,0,0.675,13621,651.9,20.838,0,0.115,0.13,93.16,0.676,0,132.7,19.9408,0.579,0.164,18.13,0.148
Midwest,Wisconsin,Pierce County,"Pierce County, Wisconsin",6.3,5.6,0.26,0.224,0,0.624,13876,638.8,16.934,19.2,0.093,0.1,98.67,0.435,0.117,120,24.5385,0.394,0.164,14.1,0.154
Midwest,Wisconsin,Polk County,"Polk County, Wisconsin",6.3,4.9,0.233,0.334,0,0.433,19596,811.4,18.057,0,0.133,0.06,82.5,0.573,0.201,145.8,13.8154,0.354,0.164,13.56,0.159
Midwest,Wisconsin,Portage County,"Portage County, Wisconsin",6.3,3.7,0.308,0.27,14.5,0.575,14033,713.8,6.683,19.6,0.145,0.13,78.42,0.662,0,80.1,21.5235,0.482,0.165,10.8,0.129
Midwest,Wisconsin,Price County,"Price County, Wisconsin",6.3,4.5,0.228,0.242,9.7,0.753,13717,646.8,14.434,36.9,0.112,0.13,73.39,0.65,0.14,104.3,18.976,0.53,0.166,15.36,0.141
Midwest,Wisconsin,"Racine County, WI","Racine County, WI, Wisconsin",6.3,4.4,0.203,0.227,0,0.775,9337,424.5,8.635,0,0.085,0.11,66.58,0.476,0.119,94.9,26.7154,0.285,0.166,26.67,0.199
Midwest,Wisconsin,Richland County,"Richland County, Wisconsin",6.3,4.4,0.201,0.241,9.3,0.76,12251,549.5,11.27,16.5,0.095,0.1,72.7,0.455,0.105,111.6,31.9702,0.393,0.166,18.8,0.133
Midwest,Wisconsin,"Rock County, WI","Rock County, WI, Wisconsin",6.4,6.5,0.328,0.353,16.1,0.72,19806,861.2,6.096,15.3,0.1,0.13,137.69,0.407,0.098,188.3,24.5494,0.477,0.166,9.05,0.117
Midwest,Wisconsin,Rusk County,"Rusk County, Wisconsin",6.4,4.7,0.221,0.174,0,0.759,12365,568.9,16.494,0,0.129,0.12,50.25,0.446,0.088,85.2,21.5723,0.43,0.167,14.59,0.14
Midwest,Wisconsin,St. Croix County,"St. Croix County, Wisconsin",6.4,4.3,0.24,0.2,14.7,0.709,13297,601.3,12.016,14.3,0.147,0.13,67.62,0.612,0.074,98,29.2648,0.535,0.167,18.42,0.118
Midwest,Wisconsin,Sauk County,"Sauk County, Wisconsin",6.4,3.3,0,0,0,0.475,11806,515.3,13.648,0,0.112,0.16,60.57,0.425,0,73.7,17.7749,0.451,0.168,21.2,0.164
Midwest,Wisconsin,Sawyer County,"Sawyer County, Wisconsin",6.4,3.7,0.249,0.221,0,0.725,10775,546.5,6.007,14.9,0.14,0.11,82.46,0.61,0.175,67.3,26.5809,0.561,0.168,18.47,0.172
Midwest,Wisconsin,Shawano County,"Shawano County, Wisconsin",6.5,0,0,0,0,0,12041,546.2,9.628,0,0.084,0.13,0,0.669,0,101,27.7202,0.557,0.169,13.3,0.184
Midwest,Wisconsin,"Sheboygan County, WI","Sheboygan County, WI, Wisconsin",6.5,3.2,0.268,0.265,0,0.725,12741,583.6,11.959,20.4,0.142,0.15,204.81,0.688,0.075,82.7,13.4348,0.577,0.169,29.53,0.166
Midwest,Wisconsin,Taylor County,"Taylor County, Wisconsin",6.5,4,0.319,0.185,0,0.825,13491,570.7,10.883,24.7,0.142,0.15,69.71,0.716,0,93.5,21.0612,0.647,0.169,10.7,0.119
Midwest,Wisconsin,Trempealeau County,"Trempealeau County, Wisconsin",6.5,4.4,0.244,0.292,15.2,0.825,11353,530.9,19.122,0,0.094,0.12,131.01,0.38,0.118,105.8,36.5345,0.274,0.169,7.3,0.123
Midwest,Wisconsin,Vernon County,"Vernon County, Wisconsin",6.6,3.7,0.247,0.138,12.2,0.83,10274,509.9,8.279,31.4,0.086,0.12,46.44,0.618,0,93.4,21.4544,0.464,0.17,18.77,0.13
Midwest,Wisconsin,Vilas County,"Vilas County, Wisconsin",6.6,0,0.177,0,0,0,9773,476,7.672,0,0.085,0.15,47.72,0.585,0,120.9,32.4929,0.407,0.17,27.87,0.157
Midwest,Wisconsin,"Walworth County, WI","Walworth County, WI, Wisconsin",6.6,8.1,0.38,0.288,8.8,0.901,14857,685.5,6.932,6.9,0.125,0.12,180.86,0.373,0.087,162.3,24.2182,0.379,0.17,8.26,0.126
Midwest,Wisconsin,Washburn County,"Washburn County, Wisconsin",6.6,4.4,0.222,0.269,0,0.575,7989,403.9,15.436,24.3,0.094,0.12,81.67,0.413,0.085,74.6,37.2811,0.368,0.17,11.3,0.111
West,Wyoming,"Washington County, WI","Washington County, WI, Wyoming",6.7,4,0.229,0.189,10.9,0.717,8935,488.8,13.992,15.3,0.103,0.11,72.67,0.453,0.107,87.6,31.7326,0.369,0.17,11.26,0.217
West,Wyoming,"Waukesha County, WI","Waukesha County, WI, Wyoming",6.7,0,0,0,0,0,7946,443.2,12.479,0,0.103,0.15,0,0.34,0,0,19.9728,0.466,0.171,26.01,0.069
West,Wyoming,Waupaca County,"Waupaca County, Wyoming",6.7,5.6,0.316,0.199,0,0.775,13412,531.1,19.071,0,0.078,0.11,68.38,0.427,0,99.7,30.4576,0.31,0.174,24.49,0.088
West,Wyoming,Waushara County,"Waushara County, Wyoming",6.8,3.9,0.239,0.19,11.5,0.77,11106,539.8,11.005,14.8,0.103,0.13,80.05,0.577,0.103,83.2,31.2943,0.493,0.174,28.28,0.093
West,Wyoming,"Winnebago County, WI","Winnebago County, WI, Wyoming",6.8,4.2,0.214,0.417,0,0,22353,711.2,0,0,0.127,0.07,0,0.458,0.275,164.4,12.9612,0.475,0.174,17.93,0.106
West,Wyoming,Wood County,"Wood County, Wyoming",6.8,6.3,0.351,0.29,0,0.675,14296,658.2,11.541,24.3,0.133,0.16,145.66,0.562,0,134.2,23.1078,0.583,0.175,33.31,0.109
West,Wyoming,Albany County,"Albany County, Wyoming",6.8,4.2,0.23,0.378,0,0.725,10744,498.5,11.457,0,0.12,0.14,68.39,0.624,0,85.4,26.7399,0.442,0.176,43.85,0.136
West,Wyoming,Big Horn County,"Big Horn County, Wyoming",6.9,5.6,0.318,0.141,0,0.775,11627,562.1,11.776,0,0.073,0.1,99.11,0.383,0,113.6,27.8386,0.296,0.176,15.33,0.132
West,Wyoming,Campbell County,"Campbell County, Wyoming",6.9,5.2,0.272,0.259,0,0.925,13155,609.9,9.822,15.3,0.129,0.14,65.28,0.585,0.182,81.8,26.1736,0.526,0.176,0,0.098
West,Wyoming,Carbon County,"Carbon County, Wyoming",6.9,6.3,0.299,0.284,0,0.921,12763,628,7.098,0,0.173,0.11,201.7,0.274,0.069,125.8,24.4083,0.344,0.176,20.41,0.139
West,Wyoming,Converse County,"Converse County, Wyoming",6.9,3.9,0.136,0.159,0,0.875,7937,416.6,15.426,0,0.091,0.11,42.68,0.47,0.109,78,27.3259,0.306,0.177,13.9,0.116
West,Wyoming,Crook County,"Crook County, Wyoming",7,4.8,0.264,0.168,0,0.858,10881,514.3,20.587,0,0.081,0.13,87.35,0.491,0.128,66,21.3868,0.5,0.178,24.33,0.108
West,Wyoming,Fremont County,"Fremont County, Wyoming",7.1,5.2,0.259,0.219,8.8,0.65,12264,580.6,17.417,13.5,0.114,0.12,84.24,0.547,0.065,87.4,24.7368,0.411,0.178,20.67,0.098
